STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,METRIC,METRIC_LABEL,GEMS_RATING,GEMS_RATING_LABEL,CONTRACT_SIZE,CONTRACT_SIZE_LABEL,CREDIT_RATING,CREDIT_RATING_LABEL,CURRENCY_TYPE,CURRENCY_TYPE_LABEL,SECTOR,SECTOR_LABEL,PROJECT_TYPE,PROJECT_TYPE_LABEL,SENIORITY,SENIORITY_LABEL,TIME_DEFAULT,TIME_DEFAULT_LABEL,DEFAULT_TYPE,DEFAULT_TYPE_LABEL,RR_BAND,RR_BAND_LABEL,TIME_SINCE_BASE,TIME_SINCE_BASE_LABEL,TIME_PERIOD,OBS_VALUE,FREQ,FREQ_LABEL,DATABASE_ID,DATABASE_ID_LABEL,DECIMALS,DECIMALS_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,OBS_CONF,OBS_CONF_LABEL,UNIT_MULT,UNIT_MULT_LABEL
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,FI,Financial Institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2023,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,FI,Financial Institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2023,2.85714285714285,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,FI,Financial Institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2023,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,FI,Financial Institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2023,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,BRA,Brazil,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2002,5.97014925373134,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2002,5.26315789473684,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2002,10.3448275862069,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2002,16.66666666666667,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2002,5.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,THA,Thailand,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2002,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,BRA,Brazil,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2003,6.349206349206341,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2003,5.88235294117647,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2003,3.7037037037037,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2003,33.33333333333333,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2003,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,THA,Thailand,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2003,33.33333333333333,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,BRA,Brazil,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2004,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2004,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2004,10.3448275862069,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2004,20.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2004,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,THA,Thailand,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2004,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,BRA,Brazil,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2005,1.88679245283018,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2005,6.25,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2005,4.16666666666666,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2005,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2005,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,THA,Thailand,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2005,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,BRA,Brazil,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2006,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2006,13.63636363636364,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2006,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2006,9.09090909090909,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2006,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,THA,Thailand,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2006,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,BRA,Brazil,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2007,2.32558139534883,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2007,6.451612903225799,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2007,8.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2007,16.66666666666667,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2007,11.11111111111111,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,THA,Thailand,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2007,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,BRA,Brazil,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2008,2.22222222222222,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2008,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2008,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2008,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2008,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,THA,Thailand,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2008,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,BRA,Brazil,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2009,8.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2009,4.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2009,11.11111111111111,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2009,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2009,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,THA,Thailand,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2009,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,BRA,Brazil,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2010,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,CHN,China,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2010,3.92156862745098,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,MEX,Mexico,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2010,6.25,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,PHL,Philippines,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2010,0.0,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
datastructure,IFC.CR:DS_GEM(1.0),I,POL,Poland,IFC_GEM_PRD_H,Historical private default rates,ADR,Average default rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NF,Non-financial institutions,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,_Z,2010,12.5,A,Annual,IFC_GEM,Global Emerging Markets Risk Database,2,Two,PT,Percentage,PU,Public,0,Units
