codeindyr,code,countryname,year,indicator,estimate,stddev,nsource,pctrank,pctranklower,pctrankupper,adb,afr,asd,bps,bti,ccr,ebr,eiu,eqi,frh,gcb,gcs,gii,gwp,her,hum,hrm,ifd,ijt,ipd,irp,lbo,msi,obi,pia,prc,prs,rsf,tpr,vab,vdm,wbs,wcy,wjp,wmo,scalemean,scalesd
PHLcc2006,PHL,Philippines,2006,cc,-0.8894268274307251,0.1352252066135406,14,20,11.21951198577881,29.7560977935791,..,..,..,..,0.35,0.4821428571428572,..,0.25,..,..,0.5964285731315613,0.3786054881858403,0.6000000238418579,0.1930393800965358,..,..,..,0.5799999833106995,..,0,..,..,..,..,..,0.0599999999999999,0.3333333333333333,..,..,..,0.245916692387155,..,0.104,..,0.375,0.00595968309789896,0.9460936784744263
POLcc2006,POL,Poland,2006,cc,0.2565505504608154,0.1327902376651764,12,63.41463470458984,57.56097412109375,70.73170471191406,..,..,..,0.7790082747728335,0.75,..,..,0.25,..,0.6666666666666667,0.6518130898475647,0.5109334328882673,..,0.1147809019951171,..,..,..,..,..,0.5,..,..,..,..,..,..,0.4166666666666667,..,..,..,0.841714808977776,..,0.144,..,0.75,0.00595968309789896,0.9460936784744263
THAcc2006,THA,Thailand,2006,cc,-0.4134303033351898,0.1356412619352341,13,40,31.70731735229492,51.21951293945312,..,..,..,..,0.55,0.489795918367347,..,0,..,..,0.7229328751564026,0.546972116562612,..,0.1456488888693648,..,..,..,0.6660000085830688,..,0.1666666666666667,..,..,..,..,..,0.1970000000000001,0.25,..,..,..,0.321591427700058,..,0.1880597014925373,..,0.625,0.00595968309789896,0.9460936784744263
BRAge2006,BRA,Brazil,2006,ge,-0.3912954926490784,0.1814488619565964,10,40.97560882568359,29.2682933807373,53.17073059082031,..,..,..,..,0.7166666666666667,..,..,0.25,..,..,..,0.2422731917279295,..,0.5311039166311334,..,..,..,0.7160000205039978,..,0.3333333333333333,..,0.47,..,..,..,..,0.5,..,..,..,..,..,0.2814287865100873,..,0.5625,-0.06955745816230774,0.9572851061820984
CHNge2006,CHN,China,2006,ge,0.03578801453113556,0.1868936717510223,8,56.58536529541016,44.87804794311523,64.39024353027344,..,..,..,..,0.5544444444444444,..,..,0.375,..,..,..,0.4247682046240423,..,..,..,..,..,0.734000027179718,..,0.5,..,..,..,..,..,..,0.5,..,..,..,..,..,0.4792467482042322,..,0.5,-0.06955745816230774,0.9572851061820984
MEXge2006,MEX,Mexico,2006,ge,0.05047116056084633,0.1814488619565964,10,57.07316970825195,45.85365676879883,64.39024353027344,..,..,..,..,0.6333333333333333,..,..,0.375,..,..,..,0.3539094650205761,..,0.6449490443640201,..,..,..,0.800000011920929,..,0.3333333333333333,..,0.47,..,..,..,..,0.75,..,..,..,..,..,0.3183833633710902,..,0.625,-0.06955745816230774,0.9572851061820984
PHLge2006,PHL,Philippines,2006,ge,-0.1343282759189606,0.1856971681118011,9,51.21951293945312,39.5121955871582,59.5121955871582,..,..,..,..,0.4911111111111111,..,..,0.5,..,..,..,0.2708333333333333,..,0.7060917383804756,..,..,..,0.5400000214576721,..,0.3333333333333333,..,..,..,..,..,..,0.75,..,..,..,..,..,0.320734693877551,..,0.625,-0.06955745816230774,0.9572851061820984
POLge2006,POL,Poland,2006,ge,0.332138866186142,0.1881247460842133,9,64.39024353027344,55.12195205688477,71.70731353759766,..,..,..,0.842006712525995,0.61,..,..,0.5,..,..,..,0.4549833541406575,..,0.4664308451650712,..,..,..,..,..,0.5,..,..,..,..,..,..,0.75,..,..,..,..,..,0.254,..,0.75,-0.06955745816230774,0.9572851061820984
THAge2006,THA,Thailand,2006,ge,0.4179479777812958,0.1856971681118011,9,67.80487823486328,58.04878234863281,73.65853881835938,..,..,..,..,0.53,..,..,0.375,..,..,..,0.5471014492753623,..,0.8209336635259082,..,..,..,0.6340000033378601,..,0.6666666666666666,..,..,..,..,..,..,0.5,..,..,..,..,..,0.5141791044776118,..,0.625,-0.06955745816230774,0.9572851061820984
BRApv2006,BRA,Brazil,2006,pv,-0.294911116361618,0.2457674145698547,8,35.26570129394531,25.12077331542969,48.79227066040039,..,..,..,..,..,..,..,0.75,..,..,..,0.8656195462478186,..,..,..,0.1875,..,..,0.25,0.5555555555555555,..,..,..,..,..,..,0.7159090909090909,..,..,..,..,..,0.6296296296296295,..,0.6875,0.06676896661520004,0.9665750861167908
CHNpv2006,CHN,China,2006,pv,-0.5400301218032837,0.2457674145698547,8,27.53623199462891,17.8743953704834,41.06280136108398,..,..,..,..,..,..,..,0.45,..,..,..,0.5410557184750733,..,..,..,0.1875,..,..,0.5,0.6666666666666666,..,..,..,..,..,..,0.8011363636363636,..,..,..,..,..,0.503921568627451,..,0.625,0.06676896661520004,0.9665750861167908
MEXpv2006,MEX,Mexico,2006,pv,-0.6368884444236755,0.2457674145698547,8,26.57004737854004,17.39130401611328,39.613525390625,..,..,..,..,..,..,..,0.55,..,..,..,0.7154471544715447,..,..,..,0.21875,..,..,0.25,0.4444444444444444,..,..,..,..,..,..,0.7159090909090909,..,..,..,..,..,0.4925619834710743,..,0.6875,0.06676896661520004,0.9665750861167908
PHLpv2006,PHL,Philippines,2006,pv,-1.638671636581421,0.2457674145698547,8,8.212560653686523,1.932367205619812,13.52657032012939,..,..,..,..,..,..,..,0.25,..,..,..,0.4248366013071895,..,..,..,0.0625,..,..,0.25,0.2222222222222222,..,..,..,..,..,..,0.662878787878788,..,..,..,..,..,0.208,..,0.5,0.06676896661520004,0.9665750861167908
POLpv2006,POL,Poland,2006,pv,0.3540318310260773,0.2457674145698547,8,55.07246398925781,42.99517059326172,69.08212280273438,..,..,..,..,..,..,..,0.8,..,..,..,0.5833333333333334,..,..,..,0.84375,..,..,0.5,0.8888888888888888,..,..,..,..,..,..,0.75,..,..,..,..,..,0.2081081081081081,..,0.8125,0.06676896661520004,0.9665750861167908
THApv2006,THA,Thailand,2006,pv,-1.130200147628784,0.2457674145698547,8,14.97584533691406,8.212560653686523,25.12077331542969,..,..,..,..,..,..,..,0.25,..,..,..,0.6557971014492754,..,..,..,0.1875,..,..,0.5,0.4444444444444444,..,..,..,..,..,..,0.6174242424242424,..,..,..,..,..,0.503030303030303,..,0.5,0.06676896661520004,0.9665750861167908
BRArl2006,BRA,Brazil,2006,rl,-0.4026201963424683,0.1486897468566895,16,43.06220245361328,30.62200927734375,49.76076507568359,..,..,..,..,0.7666666666666667,..,..,0.40625,..,..,..,0.3677800886490734,0.5703125,0.5320636980579078,0.5,0.5,..,0.5789999961853027,..,0.5087719298245613,..,0.5066666666666667,..,..,..,..,0.4166666666666667,..,0.6666666666666666,0.585,0.864154216874896,..,0.3475940981632039,..,0.375,0.04507521912455559,0.9662194848060608
CHNrl2006,CHN,China,2006,rl,-0.6998934149742126,0.1542784422636032,13,28.70813369750977,19.13875579833984,41.1483268737793,..,..,..,..,0.1666666666666667,0.3180952380952381,..,0.40625,..,..,..,0.4494393300273844,..,..,0.2,0,..,0.5910000205039978,..,0.4074074074074074,..,..,..,..,..,..,0.75,..,0.3333333333333333,..,0.217642906162177,..,0.4278936128907008,..,0.5,0.04507521912455559,0.9662194848060608
MEXrl2006,MEX,Mexico,2006,rl,-0.4725462794303894,0.1486897468566895,16,40.19138717651367,27.27272796630859,47.3684196472168,..,..,..,..,0.7,..,..,0.53125,..,..,..,0.3819281261553825,0.34375,0.5396091003675917,0.5,0.5,..,0.5709999799728394,..,0.3684210526315789,..,0.45,..,..,..,..,0.5,..,0.3333333333333333,0.5064166666666667,0.725767313965963,..,0.2629887549112587,..,0.5,0.04507521912455559,0.9662194848060608
PHLrl2006,PHL,Philippines,2006,rl,-0.4068933725357056,0.1509080529212952,15,42.58373260498047,30.62200927734375,49.76076507568359,..,..,..,..,0.7333333333333333,0.4704761904761904,..,0.40625,..,..,..,0.4373916268248955,0.6328125,0.7258637445652827,0.3,0,..,0.6700000166893005,..,0.5263157894736841,..,..,..,..,..,..,0.4166666666666667,..,0.6666666666666666,..,0.674590101964649,..,0.329730612244898,..,0.5625,0.04507521912455559,0.9662194848060608
POLrl2006,POL,Poland,2006,rl,0.3827616274356842,0.1456885039806366,14,62.20095825195312,55.98086166381836,67.464111328125,..,..,..,0.439044013392402,0.9,..,..,0.6875,..,0.7916666666666666,..,0.465793297171639,..,0.5074004106299371,0.5,1,..,..,..,0.5964912280701754,..,..,..,..,..,..,0.75,..,1,..,0.920057998853311,..,0.2742630301534411,..,0.75,0.04507521912455559,0.9662194848060608
THArl2006,THA,Thailand,2006,rl,-0.0693550705909729,0.1538197100162506,14,51.67464065551758,44.97607803344727,57.89473724365234,..,..,..,..,0.5666666666666667,0.5409523809523809,..,0.375,..,..,..,0.6108192431561996,..,0.7904320235828081,0.5,0.5,..,0.5569999814033508,..,0.4912280701754386,..,..,..,..,..,..,0.4166666666666667,..,0.6666666666666666,..,0.539653825029808,..,0.5107824513794663,..,0.6875,0.04507521912455559,0.9662194848060608
BRArq2006,BRA,Brazil,2006,rq,-0.04127338528633118,0.1898059844970703,9,53.92156982421875,41.66666793823242,57.84313583374023,..,..,..,..,0.8,..,..,0.6,..,..,..,0.3959838258339398,..,..,0.45,..,..,0.6259999871253967,..,0.5,..,..,..,..,..,..,0.5909090909090909,..,..,..,..,..,0.4277271260807846,..,0.625,-0.02638273686170578,0.9677414894104004
CHNrq2006,CHN,China,2006,rq,-0.2583872079849243,0.1898059844970703,9,47.05882263183594,29.9019603729248,54.41176605224609,..,..,..,..,0.63,..,..,0.5,..,..,..,0.5043982339381046,..,..,0.3,..,..,0.6499999761581421,..,0.3541666666666666,..,..,..,..,..,..,0.5454545454545454,..,..,..,..,..,0.5644382505477438,..,0.5625,-0.02638273686170578,0.9677414894104004
MEXrq2006,MEX,Mexico,2006,rq,0.3466854393482208,0.1898059844970703,9,61.27450942993164,54.41176605224609,70.09803771972656,..,..,..,..,0.85,..,..,0.75,..,..,..,0.4631812707015959,..,..,0.55,..,..,0.7833333611488342,..,0.5104166666666666,..,..,..,..,..,..,0.8636363636363636,..,..,..,..,..,0.4368252462887335,..,0.625,-0.02638273686170578,0.9677414894104004
PHLrq2006,PHL,Philippines,2006,rq,-0.1920748502016068,0.1898059844970703,9,50,32.84313583374023,55.39215850830078,..,..,..,..,0.65,..,..,0.65,..,..,..,0.4559551454834474,..,..,0.4,..,..,0.6333333253860474,..,0.4791666666666666,..,..,..,..,..,..,0.7272727272727273,..,..,..,..,..,0.4682142650373219,..,0.5,-0.02638273686170578,0.9677414894104004
POLrq2006,POL,Poland,2006,rq,0.701598584651947,0.1805262714624405,10,71.5686264038086,63.72549057006836,79.4117660522461,..,..,..,0.5143746360090419,0.95,..,0.7216666666666667,0.75,..,..,..,0.4638707429666405,..,..,0.5,..,..,..,..,0.6979166666666666,..,..,..,..,..,..,0.9090909090909091,..,..,..,..,..,0.3690791388257141,..,0.8125,-0.02638273686170578,0.9677414894104004
THArq2006,THA,Thailand,2006,rq,0.2297958731651306,0.1898059844970703,9,57.84313583374023,51.96078491210938,66.17646789550781,..,..,..,..,0.78,..,..,0.5,..,..,..,0.5663446054750403,..,..,0.4,..,..,0.6893333196640015,..,0.4375,..,..,..,..,..,..,0.6818181818181818,..,..,..,..,..,0.5794727660399303,..,0.6875,-0.02638273686170578,0.9677414894104004
BRAva2006,BRA,Brazil,2006,va,0.5000756978988647,0.1263121366500854,17,61.05769348144531,55.76922988891602,70.19230651855469,..,..,..,..,0.7933333333333333,..,..,0.58775,..,0.748888888888889,..,0.4448080279232111,0.686170220375061,0.1921743416709837,..,0.875,..,1,..,0.8452380952380952,..,0.34,..,0.739348,..,..,0.75,0.8424770642201835,..,0.4225,0.9407726798308573,..,0.2419753086419753,..,0.6875,0.06756025552749634,0.9636141657829285
CHNva2006,CHN,China,2006,va,-1.74897027015686,0.1217107698321342,13,5.769230842590332,2.403846263885498,6.730769157409668,..,..,..,..,0.1666666666666667,0.2362585034013606,..,0.17975,..,0.1088888888888889,..,0.401309245943874,..,..,..,0.0625,..,0.6200000047683716,..,0.4087301587301588,..,..,..,..,..,..,0.3333333333333333,0.1376146788990825,..,..,0.1128608826316311,..,0.5176470588235295,..,0.375,0.06756025552749634,0.9636141657829285
MEXva2006,MEX,Mexico,2006,va,0.150474414229393,0.1263121366500854,17,51.92307662963867,45.67307662963867,57.21154022216797,..,..,..,..,0.7433333333333333,..,..,0.55225,..,0.6733333333333335,..,0.5101626016260162,0.542553186416626,0.3080732742731934,..,0.625,..,0.5899999737739563,..,0.7103174603174602,..,0.345,..,0.499674,..,..,0.875,0.5795412844036698,..,0.5546666666666666,0.824697022230409,..,0.4754098360655738,..,0.625,0.06756025552749634,0.9636141657829285
PHLva2006,PHL,Philippines,2006,va,-0.09114250540733337,0.1149427890777588,16,44.23077011108398,36.53845977783203,51.44230651855469,..,..,..,..,0.6033333333333334,0.5716369047619048,..,0.5427500000000001,..,0.6244444444444445,..,0.4443638122883405,0.4893617033958435,0.2742604291504483,..,0.625,..,0.7699999809265137,..,0.8412698412698413,..,..,..,0.514457,..,..,0.7083333333333334,0.5321100917431192,..,..,0.6777710388368616,..,0.32,..,0.625,0.06756025552749634,0.9636141657829285
POLva2006,POL,Poland,2006,va,0.8035324811935425,0.1350365281105042,13,73.55769348144531,65.86538696289062,80.76923370361328,..,..,..,..,0.85,..,..,0.74,..,0.8869444444444444,..,0.4170620058260508,..,0.3164995363064327,..,0.75,..,..,..,0.7499999999999999,..,..,..,0.735435,..,..,1,0.8715596330275229,..,..,0.9313060924082439,..,0.1893333333333334,..,0.875,0.06756025552749634,0.9636141657829285
THAva2006,THA,Thailand,2006,va,-0.7391939759254456,0.1215654611587524,14,26.92307662963867,21.15384674072266,31.25,..,..,..,..,0.42,0.4742559523809524,..,0.4085,..,0.3033333333333333,..,0.5660024154589373,..,0.3351873276849658,..,0.25,..,0.675000011920929,..,0.5714285714285713,..,..,..,..,..,..,0.6666666666666667,0.6926605504587156,..,..,0.5788966325854211,..,0.3134328358208955,..,0.4375,0.06756025552749634,0.9636141657829285
BRAcc2007,BRA,Brazil,2007,cc,-0.08398878574371338,0.1558628976345062,13,54.8543701171875,46.11650466918945,60.67961120605469,..,..,..,..,0.75,..,..,0.25,..,..,..,0.3562103540114732,0.675000011920929,0.3391136801541426,..,..,..,0.578000009059906,..,0.5,..,0.33,..,..,..,..,0.3333333333333333,..,..,0.26,0.576514635943402,..,0.1307692307692307,..,0.5,0.01015941705554724,0.9529775381088257
CHNcc2007,CHN,China,2007,cc,-0.5992346405982971,0.1478183269500732,12,32.52427291870117,19.90291213989258,44.17475891113281,..,..,..,..,0.35,0.3548807142857143,..,0,..,..,..,0.4958361774436995,0.4000000059604645,..,..,..,..,0.621999979019165,..,0.1666666666666667,..,..,..,..,..,0.202,0.4166666666666667,..,..,..,0.490594533098394,..,0.1692307692307692,..,0.375,0.01015941705554724,0.9529775381088257
MEXcc2007,MEX,Mexico,2007,cc,-0.3414573669433594,0.153522402048111,14,45.63106918334961,32.52427291870117,54.36893081665039,..,..,..,..,0.45,..,..,0.25,..,..,0.5116313099861145,0.4369253210360907,0.3499999940395355,0.2362362362362362,..,..,..,0.6119999885559082,..,0.3333333333333333,..,0.66,..,..,..,..,0.3333333333333333,..,..,0.27,0.446882832577332,..,0.1968,..,0.5,0.01015941705554724,0.9529775381088257
PHLcc2007,PHL,Philippines,2007,cc,-0.7780051827430725,0.1448692679405212,14,23.78640747070312,16.50485420227051,35.43689346313477,..,..,..,..,0.4,0.5398571428571428,..,0.25,..,..,0.7041233777999878,0.3054457030559971,0.5249999761581421,0.154,..,..,..,0.578000009059906,..,0,..,..,..,..,..,0.1,0.3333333333333333,..,..,..,0.245916692387155,..,0.1214285714285714,..,0.375,0.01015941705554724,0.9529775381088257
POLcc2007,POL,Poland,2007,cc,0.2838139832019806,0.1356204599142075,12,63.59223175048828,58.25242614746094,71.84465789794922,..,..,..,0.7790082747728335,0.75,..,..,0.25,..,0.6666666666666667,0.6518130898475647,0.4840459722134639,..,0.241,..,..,..,..,..,0.5,..,..,..,..,..,..,0.4166666666666667,..,..,..,0.841714808977776,..,0.1396825396825397,..,0.75,0.01015941705554724,0.9529775381088257
THAcc2007,THA,Thailand,2007,cc,-0.4001723229885101,0.1448692679405212,14,40.29126358032227,30.09708786010742,52.42718505859375,..,..,..,..,0.55,0.4875,..,0,..,..,0.7229328751564026,0.5119494022680298,0.5249999761581421,0.1600397614314116,..,..,..,0.6660000085830688,..,0.1666666666666667,..,..,..,..,..,0.2,0.25,..,..,..,0.321591427700058,..,0.2,..,0.625,0.01015941705554724,0.9529775381088257
BRAge2007,BRA,Brazil,2007,ge,-0.290289968252182,0.2060518562793732,10,45.63106918334961,30.09708786010742,53.88349533081055,..,..,..,..,0.7966666666666667,..,..,0.25,..,..,..,0.2490213348991975,..,0.6069364161849712,..,..,..,0.6840000152587891,..,0.3333333333333333,..,0.35,..,..,..,..,0.5,..,..,..,..,..,0.2519230769230769,..,0.5625,-0.05534854531288147,0.9558213353157043
CHNge2007,CHN,China,2007,ge,0.1659973710775375,0.2062602490186691,9,58.25242614746094,50.97087478637695,69.41747283935547,..,..,..,..,0.5411111111111111,..,..,0.375,..,..,..,0.4550469399881165,..,0.7040014290818148,..,..,..,0.734000027179718,..,0.5,..,..,..,..,..,..,0.5,..,..,..,..,..,0.5341346153846155,..,0.5,-0.05534854531288147,0.9558213353157043
MEXge2007,MEX,Mexico,2007,ge,0.1364101320505142,0.2060518562793732,10,57.28155517578125,50.48543548583984,68.44660186767578,..,..,..,..,0.6522222222222221,..,..,0.375,..,..,..,0.3603074062489139,..,0.6399733066399733,..,..,..,0.6499999761581421,..,0.3333333333333333,..,0.36,..,..,..,..,0.75,..,..,..,..,..,0.322,..,0.625,-0.05534854531288147,0.9558213353157043
PHLge2007,PHL,Philippines,2007,ge,0.1066316291689873,0.2062602490186691,9,55.33980560302734,49.02912521362305,67.4757308959961,..,..,..,..,0.3888888888888888,..,..,0.5,..,..,..,0.3842592592592593,..,0.722,..,..,..,0.5339999794960022,..,0.3333333333333333,..,..,..,..,..,..,0.75,..,..,..,..,..,0.2858928571428572,..,0.625,-0.05534854531288147,0.9558213353157043
POLge2007,POL,Poland,2007,ge,0.3588513433933258,0.2087081521749496,9,66.01941680908203,53.88349533081055,73.78640747070312,..,..,..,0.842006712525995,0.7855555555555557,..,..,0.5,..,..,..,0.3454363919735047,..,0.5166666666666667,..,..,..,..,..,0.5,..,..,..,..,..,..,0.75,..,..,..,..,..,0.2696492575524834,..,0.75,-0.05534854531288147,0.9558213353157043
THAge2007,THA,Thailand,2007,ge,0.2859194874763489,0.2062602490186691,9,63.10679626464844,52.42718505859375,72.33009338378906,..,..,..,..,0.4711111111111111,..,..,0.375,..,..,..,0.6095679012345679,..,0.8240556660039763,..,..,..,0.6340000033378601,..,0.6666666666666666,..,..,..,..,..,..,0.5,..,..,..,..,..,0.3760416666666667,..,0.625,-0.05534854531288147,0.9558213353157043
BRApv2007,BRA,Brazil,2007,pv,-0.3579480946063995,0.2392497956752777,8,32.85024261474609,22.22222137451172,42.99517059326172,..,..,..,..,..,..,..,0.75,..,..,..,0.7073490813648293,..,..,..,0.3125,..,..,0.25,0.5555555555555555,..,..,..,..,..,..,0.7159090909090909,..,..,..,..,..,0.7128205128205127,..,0.6875,0.05740683153271675,0.9692383408546448
CHNpv2007,CHN,China,2007,pv,-0.5005537271499634,0.2392497956752777,8,28.01932334899902,18.35748863220215,39.613525390625,..,..,..,..,..,..,..,0.45,..,..,..,0.655884995507637,..,..,..,0.21875,..,..,0.5,0.6666666666666666,..,..,..,..,..,..,0.8352272727272727,..,..,..,..,..,0.6942307692307692,..,0.5625,0.05740683153271675,0.9692383408546448
MEXpv2007,MEX,Mexico,2007,pv,-0.7298516035079956,0.2392497956752777,8,23.6714973449707,14.00966167449951,33.81642532348633,..,..,..,..,..,..,..,0.575,..,..,..,0.790167865707434,..,..,..,0.375,..,..,0.25,0.4444444444444444,..,..,..,..,..,..,0.7159090909090909,..,..,..,..,..,0.5871999999999999,..,0.5625,0.05740683153271675,0.9692383408546448
PHLpv2007,PHL,Philippines,2007,pv,-1.604885697364807,0.2392497956752777,8,8.212560653686523,3.864734411239624,12.56038665771484,..,..,..,..,..,..,..,0.25,..,..,..,0.481981981981982,..,..,..,0.1875,..,..,0.25,0.2222222222222222,..,..,..,..,..,..,0.6515151515151515,..,..,..,..,..,0.3928571428571429,..,0.4375,0.05740683153271675,0.9692383408546448
POLpv2007,POL,Poland,2007,pv,0.6828460097312927,0.2392497956752777,8,70.04830932617188,53.62318801879883,85.50724792480469,..,..,..,..,..,..,..,0.8,..,..,..,0.7146892655367232,..,..,..,0.8125,..,..,0.75,0.8888888888888888,..,..,..,..,..,..,0.7954545454545454,..,..,..,..,..,0.2793650793650794,..,0.875,0.05740683153271675,0.9692383408546448
THApv2007,THA,Thailand,2007,pv,-1.112847924232483,0.2392497956752777,8,14.49275398254395,9.178744316101074,23.6714973449707,..,..,..,..,..,..,..,0.225,..,..,..,0.6018518518518517,..,..,..,0.3125,..,..,0.5,0.4444444444444444,..,..,..,..,..,..,0.571969696969697,..,..,..,..,..,0.2936170212765957,..,0.5625,0.05740683153271675,0.9692383408546448
BRArl2007,BRA,Brazil,2007,rl,-0.40977942943573,0.1494452953338623,16,42.10526275634766,31.10047912597656,50.23923492431641,..,..,..,..,0.7666666666666667,..,..,0.421875,..,..,..,0.3557871428832555,0.5703125,0.5788375080282595,0.5,0.5,..,0.5809999704360962,..,0.5087719298245613,..,0.4466666666666666,..,..,..,..,0.3333333333333333,..,0.6666666666666666,0.585,0.864154216874896,..,0.3050616050616051,..,0.4375,0.03772992640733719,0.9697097539901733
CHNrl2007,CHN,China,2007,rl,-0.5973977446556091,0.1531292349100113,14,34.44976043701172,22.00956916809082,44.49760818481445,..,..,..,..,0.2,0.2523807142857143,..,0.4375,..,..,..,0.5200993405925572,0.3888888955116272,..,0.2,0,..,0.5910000205039978,..,0.4074074074074074,..,..,..,..,..,..,0.75,..,0.3333333333333333,..,0.21391118222493,..,0.4788461538461538,..,0.5625,0.03772992640733719,0.9697097539901733
MEXrl2007,MEX,Mexico,2007,rl,-0.5429322123527527,0.1494452953338623,16,35.88516616821289,24.40191459655762,46.88995361328125,..,..,..,..,0.6666666666666667,..,..,0.484375,..,..,..,0.3725247532148124,0.2291666716337204,0.5919252585919254,0.5,0.5,..,0.5260000228881836,..,0.3684210526315789,..,0.4166666666666667,..,..,..,..,0.5,..,0.6666666666666666,0.5064166666666667,0.724039410252159,..,0.2707225386834514,..,0.5,0.03772992640733719,0.9697097539901733
PHLrl2007,PHL,Philippines,2007,rl,-0.4630917012691498,0.1527561247348785,15,39.71291732788086,27.27272796630859,48.32535934448242,..,..,..,..,0.6,0.4471428571428571,..,0.40625,..,..,..,0.4419571357071357,0.4652777910232544,0.7223333333333333,0.3,0.5,..,0.6740000247955322,..,0.5263157894736841,..,..,..,..,..,..,0.4166666666666667,..,0.6666666666666666,..,0.686219836734568,..,0.3497758537758537,..,0.5,0.03772992640733719,0.9697097539901733
POLrl2007,POL,Poland,2007,rl,0.4090722799301147,0.1440614461898804,14,62.67942428588867,57.41626739501953,69.37799072265625,..,..,..,0.439044013392402,0.9,..,..,0.6875,..,0.75,..,0.458334779349729,..,0.6313333333333334,0.5,1,..,..,..,0.5964912280701754,..,..,..,..,..,..,0.75,..,1,..,0.922161255009741,..,0.3358115719406042,..,0.75,0.03772992640733719,0.9697097539901733
THArl2007,THA,Thailand,2007,rl,-0.137440487742424,0.1527561247348785,15,51.19617080688477,43.06220245361328,56.45933151245117,..,..,..,..,0.5333333333333333,0.5261785714285715,..,0.375,..,..,..,0.618048276263685,0.5208333134651184,0.7818091451292246,0.5,0.5,..,0.5569999814033508,..,0.4912280701754386,..,..,..,..,..,..,0.4166666666666667,..,0.6666666666666666,..,0.608256891821136,..,0.4737426765340734,..,0.6875,0.03772992640733719,0.9697097539901733
BRArq2007,BRA,Brazil,2007,rq,-0.02283461950719357,0.1972467303276062,9,52.42718505859375,40.77669906616211,60.67961120605469,..,..,..,..,0.825,..,..,0.6,..,..,..,0.4177556909457833,..,..,0.45,..,..,0.6340000033378601,..,0.5,..,..,..,..,..,..,0.5909090909090909,..,..,..,..,..,0.390090861519433,..,0.625,-0.04164613038301468,0.9517239928245544
CHNrq2007,CHN,China,2007,rq,-0.2333634197711945,0.1972467303276062,9,49.02912521362305,30.58252334594727,57.28155517578125,..,..,..,..,0.65,..,..,0.5,..,..,..,0.5324970568207332,..,..,0.3,..,..,0.6499999761581421,..,0.3541666666666666,..,..,..,..,..,..,0.5454545454545454,..,..,..,..,..,0.5833791208791208,..,0.5625,-0.04164613038301468,0.9517239928245544
MEXrq2007,MEX,Mexico,2007,rq,0.3682280480861664,0.1972467303276062,9,62.13592147827148,54.8543701171875,71.35922241210938,..,..,..,..,0.8,..,..,0.75,..,..,..,0.4500890584330617,..,..,0.55,..,..,0.6173333525657654,..,0.5104166666666666,..,..,..,..,..,..,0.8636363636363636,..,..,..,..,..,0.4333032240724966,..,0.6875,-0.04164613038301468,0.9517239928245544
PHLrq2007,PHL,Philippines,2007,rq,-0.1269270330667496,0.1972467303276062,9,50.97087478637695,35.43689346313477,57.76699066162109,..,..,..,..,0.7,..,..,0.65,..,..,..,0.4731291669027518,..,..,0.4,..,..,0.6666666865348816,..,0.4791666666666666,..,..,..,..,..,..,0.7272727272727273,..,..,..,..,..,0.4289223871366729,..,0.5,-0.04164613038301468,0.9517239928245544
POLrq2007,POL,Poland,2007,rq,0.7686566710472107,0.1852996051311493,10,73.78640747070312,65.53398132324219,82.5242691040039,..,..,..,0.5143746360090419,0.95,..,0.7491666666666666,0.75,..,..,..,0.4654018273675638,..,..,0.6,..,..,..,..,0.6979166666666666,..,..,..,..,..,..,0.9090909090909091,..,..,..,..,..,0.3746605654424647,..,0.8125,-0.04164613038301468,0.9517239928245544
THArq2007,THA,Thailand,2007,rq,0.08619856089353561,0.1972467303276062,9,56.79611587524414,48.05825424194336,64.07766723632812,..,..,..,..,0.775,..,..,0.5,..,..,..,0.5797029050613957,..,..,0.4,..,..,0.6893333196640015,..,0.4375,..,..,..,..,..,..,0.5454545454545454,..,..,..,..,..,0.5056657746354786,..,0.6875,-0.04164613038301468,0.9517239928245544
BRAva2007,BRA,Brazil,2007,va,0.5370740294456482,0.1269948482513428,17,63.94230651855469,57.21154022216797,70.67308044433594,..,..,..,..,0.8250000000000001,..,..,0.58775,..,0.748888888888889,..,0.4192845958113133,0.686170220375061,0.2639691714836224,..,1,..,0.828000009059906,..,0.8452380952380952,..,0.265,..,0.7419100000000001,..,..,0.75,0.7804347826086957,..,0.4225,0.9373472504464746,..,0.2897435897435898,..,0.6875,0.07015271484851837,0.9660941362380981
CHNva2007,CHN,China,2007,va,-1.721250176429749,0.1165393069386482,15,4.807692527770996,2.403846263885498,7.692307472229004,..,..,..,..,0.1944444444444444,0.2060832107142857,..,0.17975,..,0.1088888888888889,..,0.4692222222222222,0.2549019753932953,..,..,0,..,0.6200000047683716,..,0.4087301587301588,..,..,..,0.137717,..,..,0.375,0.2260869565217392,..,..,0.1088144736991584,..,0.5461538461538462,..,0.375,0.07015271484851837,0.9660941362380981
MEXva2007,MEX,Mexico,2007,va,0.1218990162014961,0.1269948482513428,17,52.40384674072266,45.19230651855469,57.21154022216797,..,..,..,..,0.725,..,..,0.55225,..,0.6633333333333333,..,0.4425116365175077,0.5049019455909729,0.2952952952952953,..,0.625,..,0.6000000238418579,..,0.7103174603174602,..,0.33,..,0.546957,..,..,0.875,0.5336521739130435,..,0.5546666666666666,0.8152728707145767,..,0.4,..,0.625,0.07015271484851837,0.9660941362380981
