codeindyr,code,countryname,year,indicator,estimate,stddev,nsource,pctrank,pctranklower,pctrankupper,adb,afr,asd,bps,bti,ccr,ebr,eiu,eqi,frh,gcb,gcs,gii,gwp,her,hum,hrm,ifd,ijt,ipd,irp,lbo,msi,obi,pia,prc,prs,rsf,tpr,vab,vdm,wbs,wcy,wjp,wmo,scalemean,scalesd
BRAcc2002,BRA,Brazil,2002,cc,0.08194231241941452,0.1792251318693161,7,58.73015975952148,50.26454925537109,68.25396728515625,..,..,..,..,..,..,..,0.25,..,..,..,0.5167278597752253,..,..,..,..,..,..,..,..,..,0.38,..,..,..,..,0.6666666666666666,..,..,..,0.502825079394162,..,0.2891566265060241,..,0.625,-0.00782076083123684,0.9338262677192688
CHNcc2002,CHN,China,2002,cc,-0.5578975677490234,0.1587192416191101,7,35.97883605957031,25.39682579040527,46.03174591064453,..,..,..,..,..,..,..,0,..,..,..,0.618575354417165,..,..,..,..,..,..,..,..,..,..,..,..,..,0.167,0.1666666666666667,..,..,..,0.49399368695178,..,0.25625,..,0.375,-0.00782076083123684,0.9338262677192688
MEXcc2002,MEX,Mexico,2002,cc,-0.2505722641944885,0.1792251318693161,7,47.61904907226562,36.50793838500977,58.20105743408203,..,..,..,..,..,..,..,0.25,..,..,..,0.4796276440223058,..,..,..,..,..,..,..,..,..,0.39,..,..,..,..,0.3333333333333333,..,..,..,0.44255462806475,..,0.22,..,0.5,-0.00782076083123684,0.9338262677192688
PHLcc2002,PHL,Philippines,2002,cc,-0.5385318994522095,0.1587192416191101,7,37.03703689575195,26.45502662658691,46.03174591064453,..,..,..,..,..,..,..,0.25,..,..,..,0.2738095199068387,..,..,..,..,..,..,..,..,..,..,..,..,..,0.233,0.25,..,..,..,0.297053559366662,..,0.1492063492063492,..,0.375,-0.00782076083123684,0.9338262677192688
POLcc2002,POL,Poland,2002,cc,0.3815136253833771,0.1543621122837067,8,68.78306579589844,60.31745910644531,74.6031723022461,..,..,..,0.7226875879882544,..,..,..,0.5,..,0.75,..,0.4351960768302282,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333333333333,..,..,..,0.836928235356887,..,0.1485714285714286,..,0.75,-0.00782076083123684,0.9338262677192688
THAcc2002,THA,Thailand,2002,cc,-0.338848352432251,0.1587192416191101,7,44.44444274902344,34.39153289794922,52.91005325317383,..,..,..,..,..,..,..,0.25,..,..,..,0.5347282538811365,..,..,..,..,..,..,..,..,..,..,..,..,..,0.125,0.25,..,..,..,0.3240188200906839,..,0.2759493670886076,..,0.5,-0.00782076083123684,0.9338262677192688
BRAge2002,BRA,Brazil,2002,ge,-0.03461534529924393,0.1782690435647964,7,56.21621704101562,45.4054069519043,60.5405387878418,..,..,..,..,0.6296296296296297,..,..,0.25,..,..,..,0.3895833293596903,..,..,..,..,..,..,..,..,..,0.24,..,..,..,..,0.5,..,..,..,..,..,0.4416323831913018,..,0.5625,-0.03533634915947914,0.9714682102203369
CHNge2002,CHN,China,2002,ge,-0.1230972036719322,0.1788536012172699,6,52.43243408203125,42.70270156860352,58.91891860961914,..,..,..,..,0.3703703703703704,..,..,0.375,..,..,..,0.3839662472407023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,0.4611979166666667,..,0.5,-0.03533634915947914,0.9714682102203369
MEXge2002,MEX,Mexico,2002,ge,0.2183865457773209,0.1782690435647964,7,60.5405387878418,54.05405426025391,68.10810852050781,..,..,..,..,0.4814814814814815,..,..,0.375,..,..,..,0.3014461199442545,..,..,..,..,..,..,..,..,..,0.19,..,..,..,..,0.75,..,..,..,..,..,0.3655713094245204,..,0.6875,-0.03533634915947914,0.9714682102203369
PHLge2002,PHL,Philippines,2002,ge,-0.1789750605821609,0.1788536012172699,6,51.89189147949219,41.08108139038086,58.91891860961914,..,..,..,..,0.3703703703703703,..,..,0.5,..,..,..,0.2112433711687724,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,0.3266769073220686,..,0.4375,-0.03533634915947914,0.9714682102203369
POLge2002,POL,Poland,2002,ge,0.4549266397953033,0.1782929301261902,7,66.48648834228516,58.91891860961914,74.0540542602539,..,..,..,0.8174544389616515,0.7407407407407408,..,..,0.5,..,..,..,0.4298960367838542,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,0.277432712215321,..,0.6875,-0.03533634915947914,0.9714682102203369
THAge2002,THA,Thailand,2002,ge,0.2610510587692261,0.1788536012172699,6,61.08108139038086,56.21621704101562,69.72972869873047,..,..,..,..,0.5555555555555556,..,..,0.375,..,..,..,0.5429595311482747,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,0.5151898734177216,..,0.625,-0.03533634915947914,0.9714682102203369
BRApv2002,BRA,Brazil,2002,pv,0.3278002738952637,0.2860417068004608,6,57.14285659790039,42.32804107666016,73.01587677001953,..,..,..,..,..,..,..,0.7,..,..,..,0.7750000158945719,..,..,..,0.3125,..,..,..,..,..,..,..,..,..,..,0.7386363636363636,..,..,..,..,..,0.7204819277108434,..,0.8125,0.005643644370138645,0.9401023983955383
CHNpv2002,CHN,China,2002,pv,-0.3276271820068359,0.2860417068004608,6,32.27513122558594,21.6931209564209,49.20634841918945,..,..,..,..,..,..,..,0.45,..,..,..,0.6441441377003988,..,..,..,0.1875,..,..,..,..,..,..,..,..,..,..,0.8674242424242424,..,..,..,..,..,0.6229166666666666,..,0.625,0.005643644370138645,0.9401023983955383
MEXpv2002,MEX,Mexico,2002,pv,-0.05830826237797737,0.2860417068004608,6,45.50264739990234,28.04232788085938,61.37565994262695,..,..,..,..,..,..,..,0.65,..,..,..,0.6423220634460449,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,0.649621212121212,..,..,..,..,..,0.6872727272727273,..,0.75,0.005643644370138645,0.9401023983955383
PHLpv2002,PHL,Philippines,2002,pv,-0.8587533235549927,0.2860417068004608,6,20.63492012023926,12.69841289520264,31.2169303894043,..,..,..,..,..,..,..,0.45,..,..,..,0.3009259303410848,..,..,..,0.375,..,..,..,..,..,..,..,..,..,..,0.7765151515151515,..,..,..,..,..,0.4253968253968254,..,0.4375,0.005643644370138645,0.9401023983955383
POLpv2002,POL,Poland,2002,pv,0.7439978122711182,0.2860417068004608,6,71.42857360839844,52.91005325317383,89.4179916381836,..,..,..,..,..,..,..,0.75,..,..,..,0.7230046590169271,..,..,..,0.9375,..,..,..,..,..,..,..,..,..,..,0.8977272727272727,..,..,..,..,..,0.3652173913043478,..,0.8125,0.005643644370138645,0.9401023983955383
THApv2002,THA,Thailand,2002,pv,0.5062766671180725,0.2860417068004608,6,65.60846710205078,47.08994674682617,82.53968048095703,..,..,..,..,..,..,..,0.7,..,..,..,0.7801418304443359,..,..,..,0.65625,..,..,..,..,..,..,..,..,..,..,0.8333333333333334,..,..,..,..,..,0.7265822784810126,..,0.6875,0.005643644370138645,0.9401023983955383
BRArl2002,BRA,Brazil,2002,rl,-0.2666113078594208,0.1731952726840973,11,43.78109359741211,36.31840896606445,54.22885513305664,..,..,..,..,0.5,..,..,0.4375,..,..,..,0.4883877436319987,..,..,0.5,0.5,..,..,..,..,..,0.4433333333333334,..,..,..,..,0.25,..,0.5,..,0.814571236316565,..,0.4,..,0.4375,0.03353564068675041,0.9607694149017334
CHNrl2002,CHN,China,2002,rl,-0.5170297622680664,0.1750070005655289,10,37.81094360351562,25.37313461303711,45.77114486694336,..,..,..,..,0,..,..,0.34375,..,..,..,0.5369980881611506,..,..,0.3,0,..,..,..,..,..,..,..,..,..,..,0.75,..,0.5,..,0.199897097623068,..,0.4611995614035088,..,0.5625,0.03353564068675041,0.9607694149017334
MEXrl2002,MEX,Mexico,2002,rl,-0.3492084145545959,0.1731952726840973,11,40.7960205078125,33.83084487915039,50.24875640869141,..,..,..,..,0.5,..,..,0.5625,..,..,..,0.3545509825150172,..,..,0.5,0.5,..,..,..,..,..,0.1766666666666667,..,..,..,..,0.3333333333333333,..,0.5,..,0.728467897474204,..,0.298628857381151,..,0.4375,0.03353564068675041,0.9607694149017334
PHLrl2002,PHL,Philippines,2002,rl,-0.3865431547164917,0.1750070005655289,10,39.80099487304688,32.33831024169922,48.75621795654297,..,..,..,..,0.5,..,..,0.4375,..,..,..,0.4007130463918051,..,..,0.5,0.5,..,..,..,..,..,..,..,..,..,..,0.3333333333333333,..,0.5,..,0.696923089104729,..,0.3341423451100871,..,0.4375,0.03353564068675041,0.9607694149017334
POLrl2002,POL,Poland,2002,rl,0.6704362034797668,0.160058930516243,12,67.66168975830078,63.18407821655273,80.59701538085938,..,..,..,0.4172219442907157,1,..,..,0.6875,..,0.9166666666666666,..,0.433436041076978,..,..,0.7,1,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,1,..,0.921188423748826,..,0.3286822555109,..,0.75,0.03353564068675041,0.9607694149017334
THArl2002,THA,Thailand,2002,rl,0.3869229853153229,0.1750070005655289,10,62.18905639648438,57.21393203735352,67.66168975830078,..,..,..,..,0.5,..,..,0.53125,..,..,..,0.6113060812155405,..,..,0.7,0.5,..,..,..,..,..,..,..,..,..,..,0.8333333333333334,..,0.5,..,0.705647812819097,..,0.5027198961376177,..,0.6875,0.03353564068675041,0.9607694149017334
BRArq2002,BRA,Brazil,2002,rq,0.1825670748949051,0.2084885835647583,7,60.5405387878418,48.10810852050781,67.02702331542969,..,..,..,..,0.75,..,..,0.6,..,..,..,0.482140702860696,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,0.5909090909090909,..,..,..,..,..,0.5481134293270643,..,0.625,-0.03379623219370842,0.9606326818466187
CHNrq2002,CHN,China,2002,rq,-0.5827658772468567,0.2084885835647583,7,31.89189147949219,18.91891860961914,44.86486434936523,..,..,..,..,0.25,..,..,0.35,..,..,..,0.559136186327253,..,..,0.3,..,..,..,..,..,..,..,..,..,..,..,0.5909090909090909,..,..,..,..,..,0.5082992021276597,..,0.4375,-0.03379623219370842,0.9606326818466187
MEXrq2002,MEX,Mexico,2002,rq,0.4384644329547882,0.2084885835647583,7,63.78378295898438,57.29729843139648,72.43243408203125,..,..,..,..,0.75,..,..,0.75,..,..,..,0.427882330758231,..,..,0.6,..,..,..,..,..,..,..,..,..,..,..,0.9545454545454546,..,..,..,..,..,0.5055896580483736,..,0.5625,-0.03379623219370842,0.9606326818466187
PHLrq2002,PHL,Philippines,2002,rq,-0.1576307564973831,0.2084885835647583,7,48.64864730834961,36.21621704101562,60.5405387878418,..,..,..,..,0.5,..,..,0.6,..,..,..,0.3817718000639053,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,0.8181818181818182,..,..,..,..,..,0.4769431643625192,..,0.4375,-0.03379623219370842,0.9606326818466187
POLrq2002,POL,Poland,2002,rq,0.6500614285469055,0.1977260261774063,9,69.1891860961914,62.70270156860352,78.9189224243164,..,..,..,0.4498788843446546,1,..,0.6383333333333333,0.65,..,..,..,0.4246539047786168,..,..,0.6,..,..,..,..,..,..,..,..,..,..,..,0.9090909090909091,..,..,..,..,..,0.3710290492930107,..,0.8125,-0.03379623219370842,0.9606326818466187
THArq2002,THA,Thailand,2002,rq,0.1389863044023514,0.2084885835647583,7,58.37837982177734,45.4054069519043,65.40540313720703,..,..,..,..,0.5,..,..,0.55,..,..,..,0.5549659161340622,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,0.6818181818181818,..,..,..,..,..,0.5642453748782863,..,0.625,-0.03379623219370842,0.9606326818466187
BRAva2002,BRA,Brazil,2002,va,0.4722380340099335,0.1619415581226349,11,62.68656539916992,54.22885513305664,69.15422821044922,..,..,..,..,0.75,..,..,0.375,..,0.7066666666666667,..,0.5078792830308279,..,..,..,1,..,..,..,..,..,0.225,..,..,..,..,0.75,0.8125,..,..,0.9324541738215603,..,0.5734939759036145,..,0.6875,0.0308403130620718,0.9494324922561646
CHNva2002,CHN,China,2002,va,-1.59419310092926,0.1630979776382446,10,6.46766185760498,1.492537260055542,10.94527339935303,..,..,..,..,0,..,..,0.125,..,0.1222222222222222,..,0.495975963804457,..,..,..,0.0625,..,..,..,..,..,..,..,..,..,..,0.2916666666666667,0.03,..,..,0.1095445023045616,..,0.4694736842105264,..,0.4375,0.0308403130620718,0.9494324922561646
MEXva2002,MEX,Mexico,2002,va,0.3460434675216675,0.1619415581226349,11,58.70646667480469,51.74129486083984,66.66666412353516,..,..,..,..,0.6666666666666666,..,..,0.4375,..,0.7622222222222222,..,0.4077482699474572,..,..,..,0.875,..,..,..,..,..,0.205,..,..,..,..,0.75,0.7525,..,..,0.8366928410776877,..,0.5119266055045871,..,0.625,0.0308403130620718,0.9494324922561646
PHLva2002,PHL,Philippines,2002,va,0.1646032929420471,0.1630979776382446,10,53.73134231567383,45.27363204956055,61.19403076171875,..,..,..,..,0.5,..,..,0.5,..,0.7333333333333334,..,0.4236111122149008,..,..,..,0.75,..,..,..,..,..,..,..,..,..,..,0.75,0.71,..,..,0.7322657230942546,..,0.3904761904761905,..,0.625,0.0308403130620718,0.9494324922561646
POLva2002,POL,Poland,2002,va,1.087819576263428,0.1630979776382446,10,80.59701538085938,72.1393051147461,92.53731536865234,..,..,..,..,1,..,..,0.75,..,0.9005555555555556,..,0.4061032938005779,..,..,..,0.875,..,..,..,..,..,..,..,..,..,..,1,0.9225,..,..,0.9414892302541583,..,0.32,..,0.8125,0.0308403130620718,0.9494324922561646
THAva2002,THA,Thailand,2002,va,0.3215166330337524,0.1630979776382446,10,57.71144104003906,51.24378204345703,65.67163848876953,..,..,..,..,0.6666666666666666,..,..,0.5,..,0.7133333333333334,..,0.4756398433489157,..,..,..,0.8125,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,0.7725,..,..,0.7124164467664299,..,0.4405063291139241,..,0.75,0.0308403130620718,0.9494324922561646
BRAcc2003,BRA,Brazil,2003,cc,0.090239018201828,0.1708753705024719,8,59.78836059570312,51.32275009155273,68.78306579589844,..,..,..,..,0.6,..,..,0.25,..,..,..,0.4804537311525036,..,..,..,..,..,..,..,..,..,0.43,..,..,..,..,0.6666666666666666,..,..,..,0.506406437385314,..,0.2555555555555555,..,0.625,-0.03560803085565567,0.9291506409645081
CHNcc2003,CHN,China,2003,cc,-0.3952654898166656,0.1541820019483566,8,43.91534423828125,32.27513122558594,53.43915176391602,..,..,..,..,0.3,..,..,0,..,..,..,0.5518061421280603,..,..,..,..,..,..,..,..,..,..,..,..,..,0.252,0.3333333333333333,..,..,..,0.49399368695178,..,0.242,..,0.375,-0.03560803085565567,0.9291506409645081
MEXcc2003,MEX,Mexico,2003,cc,-0.2415871322154999,0.1708753705024719,8,48.67724990844727,38.09523773193359,58.73015975952148,..,..,..,..,0.4,..,..,0.25,..,..,..,0.5071126637621383,..,..,..,..,..,..,..,..,..,0.46,..,..,..,..,0.3333333333333333,..,..,..,0.443295010987249,..,0.2171428571428572,..,0.5,-0.03560803085565567,0.9291506409645081
PHLcc2003,PHL,Philippines,2003,cc,-0.6353716254234314,0.1541820019483566,8,33.86243438720703,20.10581970214844,43.91534423828125,..,..,..,..,0.35,..,..,0.25,..,..,..,0.2738490166855107,..,..,..,..,..,..,..,..,..,..,..,..,..,0.167,0.3333333333333333,..,..,..,0.297053559366662,..,0.1428571428571428,..,0.375,-0.03560803085565567,0.9291506409645081
POLcc2003,POL,Poland,2003,cc,0.4015457928180695,0.150789275765419,9,69.84127044677734,60.31745910644531,74.0740737915039,..,..,..,0.7226875879882544,0.7,..,..,0.5,..,0.75,..,0.4794995347562288,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333333333333,..,..,..,0.836928235356887,..,0.1311111111111111,..,0.75,-0.03560803085565567,0.9291506409645081
THAcc2003,THA,Thailand,2003,cc,-0.196023553609848,0.1541820019483566,8,51.32275009155273,40.74074172973633,58.73015975952148,..,..,..,..,0.6,..,..,0,..,..,..,0.5613023713828449,..,..,..,..,..,..,..,..,..,..,..,..,..,0.22,0.25,..,..,..,0.325628857050923,..,0.2711864406779661,..,0.625,-0.03560803085565567,0.9291506409645081
BRAge2003,BRA,Brazil,2003,ge,0.08175736665725708,0.182855948805809,7,59.4594612121582,48.64864730834961,63.78378295898438,..,..,..,..,0.7444444444444445,..,..,0.25,..,..,..,0.3399470899470899,..,..,..,..,..,..,..,..,..,0.43,..,..,..,..,0.5,..,..,..,..,..,0.423972602739726,..,0.6875,-0.08637325465679169,0.9646437168121338
CHNge2003,CHN,China,2003,ge,-0.1475872993469238,0.1851617395877838,6,52.43243408203125,40.5405387878418,60.5405387878418,..,..,..,..,0.5222222222222223,..,..,0.375,..,..,..,0.4022727272727272,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,0.4544545454545454,..,0.4375,-0.08637325465679169,0.9646437168121338
MEXge2003,MEX,Mexico,2003,ge,0.1318193227052689,0.182855948805809,7,60,51.35135269165039,64.32432556152344,..,..,..,..,0.6333333333333334,..,..,0.375,..,..,..,0.3517628205128205,..,..,..,..,..,..,..,..,..,0.24,..,..,..,..,0.75,..,..,..,..,..,0.3633333333333333,..,0.625,-0.08637325465679169,0.9646437168121338
PHLge2003,PHL,Philippines,2003,ge,-0.1470188945531845,0.1851617395877838,6,53.51351165771484,40.5405387878418,60.5405387878418,..,..,..,..,0.4722222222222222,..,..,0.5,..,..,..,0.2095667591736047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,0.3345178571428571,..,0.4375,-0.08637325465679169,0.9646437168121338
POLge2003,POL,Poland,2003,ge,0.5096461772918701,0.1844976544380188,7,67.56756591796875,60.5405387878418,76.21621704101562,..,..,..,0.8174544389616515,0.7555555555555555,..,..,0.5,..,..,..,0.4402173913043478,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,0.3127777777777777,..,0.75,-0.08637325465679169,0.9646437168121338
THAge2003,THA,Thailand,2003,ge,0.305083304643631,0.1851617395877838,6,62.16216278076172,56.21621704101562,71.89189147949219,..,..,..,..,0.5944444444444444,..,..,0.375,..,..,..,0.5740740740740742,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,0.6050847457627119,..,0.625,-0.08637325465679169,0.9646437168121338
BRApv2003,BRA,Brazil,2003,pv,0.004213934298604727,0.2828465700149536,6,41.70854187011719,29.64824104309082,60.30150604248047,..,..,..,..,..,..,..,0.75,..,..,..,0.7671957671957671,..,..,..,0.3125,..,..,..,..,..,..,..,..,..,..,0.7727272727272727,..,..,..,..,..,0.6794520547945206,..,0.6875,0.0519307516515255,0.9576546549797058
CHNpv2003,CHN,China,2003,pv,-0.5653579235076904,0.2828465700149536,6,28.64321517944336,19.09547805786133,40.20100402832031,..,..,..,..,..,..,..,0.45,..,..,..,0.6269113149847095,..,..,..,0.1875,..,..,..,..,..,..,..,..,..,..,0.9015151515151516,..,..,..,..,..,0.5900000000000001,..,0.5625,0.0519307516515255,0.9576546549797058
MEXpv2003,MEX,Mexico,2003,pv,-0.1168780848383904,0.2828465700149536,6,40.20100402832031,28.14070320129395,58.29145812988281,..,..,..,..,..,..,..,0.65,..,..,..,0.6987179487179488,..,..,..,0.375,..,..,..,..,..,..,..,..,..,..,0.6268939393939393,..,..,..,..,..,0.6057142857142856,..,0.75,0.0519307516515255,0.9576546549797058
PHLpv2003,PHL,Philippines,2003,pv,-1.559809684753418,0.2828465700149536,6,7.035175800323486,3.517587900161743,18.09045219421387,..,..,..,..,..,..,..,0.25,..,..,..,0.2446808510638298,..,..,..,0.3125,..,..,..,..,..,..,..,..,..,..,0.7651515151515152,..,..,..,..,..,0.4163265306122449,..,0.3125,0.0519307516515255,0.9576546549797058
POLpv2003,POL,Poland,2003,pv,0.5780850648880005,0.2828465700149536,6,65.32662963867188,47.23617935180664,83.41708374023438,..,..,..,..,..,..,..,0.75,..,..,..,0.6865942028985508,..,..,..,0.875,..,..,..,..,..,..,..,..,..,..,0.7954545454545454,..,..,..,..,..,0.3775280898876405,..,0.8125,0.0519307516515255,0.9576546549797058
THApv2003,THA,Thailand,2003,pv,-0.1450843811035156,0.2828465700149536,6,39.19598007202148,27.63819122314453,57.28643035888672,..,..,..,..,..,..,..,0.6,..,..,..,0.7740740740740741,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,0.8106060606060607,..,..,..,..,..,0.7186440677966102,..,0.5625,0.0519307516515255,0.9576546549797058
BRArl2003,BRA,Brazil,2003,rl,-0.3678936660289764,0.1725366860628128,11,42.78606796264648,29.35323333740234,49.75124359130859,..,..,..,..,0.7333333333333333,..,..,0.40625,..,..,..,0.4610866461573759,..,..,0.5,0.5,..,..,..,..,..,0.48,..,..,..,..,0.25,..,0.6666666666666666,..,0.823223840833915,..,0.3530213089802131,..,0.375,0.007932043634355068,0.9580082893371582
CHNrl2003,CHN,China,2003,rl,-0.5530438423156738,0.175549790263176,10,35.32338333129883,23.38308525085449,44.27860641479492,..,..,..,..,0.2,..,..,0.34375,..,..,..,0.48873773917967,..,..,0.3,0,..,..,..,..,..,..,..,..,..,..,0.75,..,0.6666666666666666,..,0.216198749596395,..,0.4469333333333333,..,0.5,0.007932043634355068,0.9580082893371582
MEXrl2003,MEX,Mexico,2003,rl,-0.3779027163982391,0.1725366860628128,11,42.28855895996094,29.35323333740234,49.75124359130859,..,..,..,..,0.7,..,..,0.5625,..,..,..,0.4461304214034797,..,..,0.5,0.5,..,..,..,..,..,0.2333333333333334,..,..,..,..,0.3333333333333333,..,0.3333333333333333,..,0.730747540473303,..,0.2877545787545788,..,0.4375,0.007932043634355068,0.9580082893371582
PHLrl2003,PHL,Philippines,2003,rl,-0.5503852367401123,0.175549790263176,10,35.82089614868164,23.38308525085449,44.27860641479492,..,..,..,..,0.7333333333333333,..,..,0.4375,..,..,..,0.3826375164690382,..,..,0.3,0.5,..,..,..,..,..,..,..,..,..,..,0.3333333333333333,..,0.3333333333333333,..,0.696923089104729,..,0.3390593139383413,..,0.4375,0.007932043634355068,0.9580082893371582
POLrl2003,POL,Poland,2003,rl,0.5102912187576294,0.1631009578704834,12,65.17412567138672,59.2039794921875,71.14427947998047,..,..,..,0.4172219442907157,0.9666666666666666,..,..,0.6875,..,0.9166666666666666,..,0.4460016105793463,..,..,0.5,1,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,..,1,..,0.921188423748826,..,0.331230961298377,..,0.75,0.007932043634355068,0.9580082893371582
THArl2003,THA,Thailand,2003,rl,0.1537111550569534,0.175549790263176,10,57.21393203735352,48.75621795654297,63.18407821655273,..,..,..,..,0.6666666666666667,..,..,0.4375,..,..,..,0.6418816137566138,..,..,0.5,0.5,..,..,..,..,..,..,..,..,..,..,0.4166666666666667,..,0.3333333333333333,..,0.692712159495875,..,0.507270601987142,..,0.6875,0.007932043634355068,0.9580082893371582
BRArq2003,BRA,Brazil,2003,rq,0.1967014819383621,0.1814780235290527,7,60.5405387878418,52.97297286987305,65.9459457397461,..,..,..,..,0.8,..,..,0.65,..,..,..,0.4774609250245724,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,0.6363636363636364,..,..,..,..,..,0.4960711567732115,..,0.625,-0.03810083121061325,0.9734403491020203
CHNrq2003,CHN,China,2003,rq,-0.3920488357543945,0.1814780235290527,7,41.08108139038086,24.86486434936523,52.97297286987305,..,..,..,..,0.5,..,..,0.4,..,..,..,0.5245947530532871,..,..,0.3,..,..,..,..,..,..,..,..,..,..,..,0.5909090909090909,..,..,..,..,..,0.5372699786985501,..,0.5,-0.03810083121061325,0.9734403491020203
MEXrq2003,MEX,Mexico,2003,rq,0.3353780508041382,0.1814780235290527,7,62.70270156860352,56.75675582885742,67.56756591796875,..,..,..,..,0.8,..,..,0.75,..,..,..,0.4357301235156746,..,..,0.6,..,..,..,..,..,..,..,..,..,..,..,0.9545454545454546,..,..,..,..,..,0.4846718559218559,..,0.5625,-0.03810083121061325,0.9734403491020203
PHLrq2003,PHL,Philippines,2003,rq,-0.1096848025918007,0.1814780235290527,7,52.97297286987305,39.4594612121582,58.91891860961914,..,..,..,..,0.65,..,..,0.65,..,..,..,0.4092896388224788,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,0.7272727272727273,..,..,..,..,..,0.4799972801177209,..,0.5,-0.03810083121061325,0.9734403491020203
POLrq2003,POL,Poland,2003,rq,0.6948213577270508,0.1714661568403244,9,71.35134887695312,64.32432556152344,77.29729461669922,..,..,..,0.4498788843446546,0.975,..,0.7216666666666667,0.65,..,..,..,0.4553544281805152,..,..,0.6,..,..,..,..,..,..,..,..,..,..,..,0.9090909090909091,..,..,..,..,..,0.3680598652215701,..,0.8125,-0.03810083121061325,0.9734403491020203
THArq2003,THA,Thailand,2003,rq,0.3571308255195618,0.1814780235290527,7,63.78378295898438,56.75675582885742,68.10810852050781,..,..,..,..,0.775,..,..,0.5,..,..,..,0.5513644593378813,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,0.7272727272727273,..,..,..,..,..,0.5881989090200662,..,0.6875,-0.03810083121061325,0.9734403491020203
BRAva2003,BRA,Brazil,2003,va,0.4428288638591766,0.1637831628322601,11,62.18905639648438,53.73134231567383,68.1592025756836,..,..,..,..,0.7999999999999999,..,..,0.375,..,0.7133333333333334,..,0.5380291005291005,..,..,..,0.875,..,..,..,..,..,0.28,..,..,..,..,0.75,0.8463302752293578,..,..,0.9329898588197146,..,0.5397260273972603,..,0.6875,0.01501383073627949,0.9582971930503845
CHNva2003,CHN,China,2003,va,-1.512429118156433,0.1660937517881393,10,7.462686538696289,1.990049719810486,11.94029808044434,..,..,..,..,0.15,..,..,0.125,..,0.1222222222222222,..,0.456568295081292,..,..,..,0.0625,..,..,..,..,..,..,..,..,..,..,0.3333333333333333,0.1628440366972477,..,..,0.107458890190755,..,0.484,..,0.4375,0.01501383073627949,0.9582971930503845
MEXva2003,MEX,Mexico,2003,va,0.3469371199607849,0.1637831628322601,11,60.69651794433594,50.74626922607422,66.16915130615234,..,..,..,..,0.775,..,..,0.4375,..,0.7688888888888888,..,0.4739583333333333,..,..,..,0.75,..,..,..,..,..,0.195,..,..,..,..,0.75,0.8378899082568807,..,..,0.845655176609033,..,0.5142857142857143,..,0.625,0.01501383073627949,0.9582971930503845
PHLva2003,PHL,Philippines,2003,va,0.1538008153438568,0.1660937517881393,10,52.7363166809082,44.27860641479492,61.19403076171875,..,..,..,..,0.7166666666666667,..,..,0.4375,..,0.7200000000000001,..,0.4444572926302806,..,..,..,0.75,..,..,..,..,..,..,..,..,..,..,0.75,0.676605504587156,..,..,0.7299726076959286,..,0.3551020408163265,..,0.5625,0.01501383073627949,0.9582971930503845
POLva2003,POL,Poland,2003,va,1.012596726417542,0.1660937517881393,10,79.10447692871094,70.14925384521484,90.04975128173828,..,..,..,..,0.8999999999999999,..,..,0.75,..,0.898888888888889,..,0.422499601847428,..,..,..,0.875,..,..,..,..,..,..,..,..,..,..,1,0.943394495412844,..,..,0.9414892302541583,..,0.2844444444444444,..,0.8125,0.01501383073627949,0.9582971930503845
THAva2003,THA,Thailand,2003,va,0.2182410955429077,0.1660937517881393,10,55.72139358520508,45.27363204956055,64.17910766601562,..,..,..,..,0.6833333333333332,..,..,0.375,..,0.7033333333333335,..,0.555513468013468,..,..,..,0.625,..,..,..,..,..,..,..,..,..,..,0.6666666666666666,0.8195412844036697,..,..,0.7079616936438623,..,0.5389830508474576,..,0.75,0.01501383073627949,0.9582971930503845
BRAcc2004,BRA,Brazil,2004,cc,-0.02726871147751808,0.1593832671642303,10,54.67980194091797,46.305419921875,60.59113311767578,..,..,..,..,0.6,..,..,0.25,..,..,0.5573015809059143,0.5618482065883085,..,..,..,..,..,0.5879999995231628,..,..,..,0.45,..,..,..,..,0.3333333333333333,..,..,..,0.506406437385314,..,0.251063829787234,..,0.6,-0.01796039380133152,0.9229201674461365
