Country,CountryCode,Year,IndicatorCode,IndicatorClass,IndicatorLabel,Value
Thailand,THA,2007,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",141051
"Taiwan, China",TWN,2007,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",221438.3
Brazil,BRA,2008,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",173935
China,CHN,2008,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1133818
"Hong Kong SAR, China",HKG,2008,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",389492.8
Mexico,MEX,2008,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",309134.4
Philippines,PHL,2008,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",56775.27
Poland,POL,2008,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",208570.9
Thailand,THA,2008,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",178694.9
"Taiwan, China",TWN,2008,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",242446.1
Brazil,BRA,2009,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",129253.6
China,CHN,2009,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1001783
"Hong Kong SAR, China",HKG,2009,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",346947.4
Mexico,MEX,2009,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",234303
Philippines,PHL,2009,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",43157.63
Poland,POL,2009,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",149880.4
Thailand,THA,2009,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",134517
"Taiwan, China",TWN,2009,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",176633.2
Brazil,BRA,2010,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",182983.8
China,CHN,2010,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1393419
"Hong Kong SAR, China",HKG,2010,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",432666.6
Mexico,MEX,2010,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",301222.9
Philippines,PHL,2010,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",54996.28
Poland,POL,2010,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",177902.7
Thailand,THA,2010,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",185263.9
"Taiwan, China",TWN,2010,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",254900.7
Brazil,BRA,2011,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",227930.6
China,CHN,2011,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1739142
"Hong Kong SAR, China",HKG,2011,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",484086.1
Mexico,MEX,2011,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",350852.6
Philippines,PHL,2011,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",60475.95
Poland,POL,2011,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",211372
Thailand,THA,2011,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",229347.7
"Taiwan, China",TWN,2011,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",286026.8
Brazil,BRA,2012,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",225730
China,CHN,2012,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1824177
"Hong Kong SAR, China",HKG,2012,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",505555
Mexico,MEX,2012,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",371058.6
Philippines,PHL,2012,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",62117.39
Poland,POL,2012,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",199004.4
Thailand,THA,2012,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",250703.7
"Taiwan, China",TWN,2012,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",275254.5
Brazil,BRA,2013,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",241654.1
China,CHN,2013,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1963672
"Hong Kong SAR, China",HKG,2013,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",522816.3
Mexico,MEX,2013,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",381381
Philippines,PHL,2013,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",62348.14
Poland,POL,2013,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",207641
Thailand,THA,2013,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",249566.2
"Taiwan, China",TWN,2013,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",276106.9
Brazil,BRA,2014,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",231186.8
China,CHN,2014,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1955309
"Hong Kong SAR, China",HKG,2014,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",543855.5
Mexico,MEX,2014,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",399861.3
Philippines,PHL,2014,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",65294.59
Poland,POL,2014,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",223603.9
Thailand,THA,2014,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",227758
"Taiwan, China",TWN,2014,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",279796.6
Brazil,BRA,2015,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",173490
China,CHN,2015,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1657169
"Hong Kong SAR, China",HKG,2015,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",522869.3
Mexico,MEX,2015,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",395153.2
Philippines,PHL,2015,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",71047.63
Poland,POL,2015,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",196885.1
Thailand,THA,2015,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",201913.7
"Taiwan, China",TWN,2015,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",234971.8
Brazil,BRA,2016,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",139481.1
China,CHN,2016,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1570390
"Hong Kong SAR, China",HKG,2016,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",515639.2
Mexico,MEX,2016,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",387327
Philippines,PHL,2016,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",84016.23
Poland,POL,2016,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",199249.5
Thailand,THA,2016,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",195139.7
"Taiwan, China",TWN,2016,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",227602
Brazil,BRA,2017,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",158887.5
China,CHN,2017,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",1850335
"Hong Kong SAR, China",HKG,2017,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",559810.6
Mexico,MEX,2017,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",420077.8
Philippines,PHL,2017,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",95987.77
Poland,POL,2017,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",234277.7
Thailand,THA,2017,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",223905.3
"Taiwan, China",TWN,2017,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",256675.3
Brazil,BRA,2018,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",184856.8
China,CHN,2018,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",2134800
"Hong Kong SAR, China",HKG,2018,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",603016.8
Mexico,MEX,2018,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",463934.4
Philippines,PHL,2018,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",112639.4
Poland,POL,2018,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",268889.7
Thailand,THA,2018,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",249697.5
"Taiwan, China",TWN,2018,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",283959.7
Brazil,BRA,2019,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",185538.9
China,CHN,2019,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",2074267
"Hong Kong SAR, China",HKG,2019,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",564275.5
Mexico,MEX,2019,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",455429.5
Philippines,PHL,2019,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",111558.7
Poland,POL,2019,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",265103.5
Thailand,THA,2019,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",239169.6
"Taiwan, China",TWN,2019,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",283905.7
Brazil,BRA,2020,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",159150.2
China,CHN,2020,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",2079976
"Hong Kong SAR, China",HKG,2020,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",550098.4
Mexico,MEX,2020,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",383951.7
Philippines,PHL,2020,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",89681.15
Poland,POL,2020,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",260323.8
Thailand,THA,2020,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",207407.6
"Taiwan, China",TWN,2020,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",285837.1
Brazil,BRA,2021,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",218944.1
China,CHN,2021,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",2681668
"Hong Kong SAR, China",HKG,2021,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",682400.7
Mexico,MEX,2021,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",505093.6
Philippines,PHL,2021,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",116965.1
Poland,POL,2021,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",341645.8
Thailand,THA,2021,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",267003.4
"Taiwan, China",TWN,2021,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",380794.9
Brazil,BRA,2022,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",272060
China,CHN,2022,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",2679573
"Hong Kong SAR, China",HKG,2022,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",632271
Mexico,MEX,2022,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",605343.5
Philippines,PHL,2022,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",137359.3
Poland,POL,2022,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",384872.6
Thailand,THA,2022,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",301841.2
"Taiwan, China",TWN,2022,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",427551.2
Brazil,BRA,2023,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",240830.9
China,CHN,2023,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",2543095
"Hong Kong SAR, China",HKG,2023,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",593853.2
Mexico,MEX,2023,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",605565.4
Philippines,PHL,2023,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",126318.9
Poland,POL,2023,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",373922.6
Thailand,THA,2023,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",289478.9
"Taiwan, China",TWN,2023,IMPORTS_CURR_SEAS,Imports,"Imports Merchandise, current US$, seasonally adjusted",351553.6
Brazil,BRA,2002,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",448000000000
China,CHN,2002,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",905000000000
Mexico,MEX,2002,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",370000000000
Philippines,PHL,2002,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",85200000000
Poland,POL,2002,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",94200000000
Thailand,THA,2002,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",81500000000
Brazil,BRA,2003,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",449000000000
China,CHN,2003,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",1060000000000
Mexico,MEX,2003,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",369000000000
Philippines,PHL,2003,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",84000000000
Poland,POL,2003,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",103000000000
Thailand,THA,2003,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",92200000000
Brazil,BRA,2004,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",487000000000
China,CHN,2004,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",1230000000000
Mexico,MEX,2004,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",379000000000
Philippines,PHL,2004,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",81900000000
Poland,POL,2004,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",116000000000
Thailand,THA,2004,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",103000000000
Brazil,BRA,2005,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",500000000000
China,CHN,2005,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",1430000000000
Mexico,MEX,2005,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",387000000000
Philippines,PHL,2005,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",82700000000
Poland,POL,2005,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",120000000000
Thailand,THA,2005,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",113000000000
Brazil,BRA,2006,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",514000000000
China,CHN,2006,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",1670000000000
Mexico,MEX,2006,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",407000000000
Philippines,PHL,2006,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",77200000000
Poland,POL,2006,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",135000000000
Thailand,THA,2006,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",120000000000
Brazil,BRA,2007,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",544000000000
China,CHN,2007,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",1970000000000
Mexico,MEX,2007,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",408000000000
Philippines,PHL,2007,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",73700000000
Poland,POL,2007,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",148000000000
Thailand,THA,2007,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",130000000000
Brazil,BRA,2008,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",561000000000
China,CHN,2008,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",2220000000000
Mexico,MEX,2008,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",402000000000
Philippines,PHL,2008,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",73900000000
Poland,POL,2008,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",152000000000
Thailand,THA,2008,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",136000000000
Brazil,BRA,2009,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",521000000000
China,CHN,2009,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",2470000000000
Mexico,MEX,2009,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",360000000000
Philippines,PHL,2009,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",65100000000
Poland,POL,2009,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",146000000000
Thailand,THA,2009,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",126000000000
Brazil,BRA,2010,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",574000000000
China,CHN,2010,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",2850000000000
Mexico,MEX,2010,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",387000000000
Philippines,PHL,2010,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",80200000000
Poland,POL,2010,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",162000000000
Thailand,THA,2010,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",144000000000
Brazil,BRA,2011,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",577000000000
China,CHN,2011,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",3240000000000
Mexico,MEX,2011,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",400000000000
Philippines,PHL,2011,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",81100000000
Poland,POL,2011,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",173000000000
Thailand,THA,2011,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",138000000000
Brazil,BRA,2012,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",563000000000
China,CHN,2012,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",3570000000000
Mexico,MEX,2012,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",419000000000
Philippines,PHL,2012,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",87300000000
Poland,POL,2012,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",175000000000
Thailand,THA,2012,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",152000000000
Brazil,BRA,2013,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",575000000000
China,CHN,2013,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",3910000000000
Mexico,MEX,2013,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",417000000000
Philippines,PHL,2013,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",90100000000
Poland,POL,2013,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",179000000000
Thailand,THA,2013,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",155000000000
Brazil,BRA,2014,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",558000000000
China,CHN,2014,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",4240000000000
Mexico,MEX,2014,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",434000000000
Philippines,PHL,2014,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",107000000000
Poland,POL,2014,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",185000000000
Thailand,THA,2014,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",149000000000
Brazil,BRA,2015,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",512000000000
China,CHN,2015,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",4500000000000
Mexico,MEX,2015,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",449000000000
Philippines,PHL,2015,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",97100000000
Poland,POL,2015,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",194000000000
Thailand,THA,2015,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",149000000000
Brazil,BRA,2016,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",479000000000
China,CHN,2016,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",4770000000000
Mexico,MEX,2016,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",453000000000
Philippines,PHL,2016,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",110000000000
Poland,POL,2016,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",200000000000
Thailand,THA,2016,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",151000000000
Brazil,BRA,2017,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",491000000000
China,CHN,2017,IND_PROD_NOSEAS,IndustrialProduction,"Industrial Production, constant 2010 US$, not seasonally adjusted",5080000000000
