Country,CountryCode,Year,IndicatorCode,IndicatorClass,IndicatorLabel,Value
Mexico,MEX,2007,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",88.80377
Poland,POL,2007,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",94.04152
Thailand,THA,2007,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.7218
"Taiwan, China",TWN,2007,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",99.01804
Brazil,BRA,2008,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",92.63802
China,CHN,2008,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.7798
"Hong Kong SAR, China",HKG,2008,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",98.06073
Mexico,MEX,2008,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",92.99363
Poland,POL,2008,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",96.2432
Thailand,THA,2008,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.7559
"Taiwan, China",TWN,2008,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.286
Brazil,BRA,2009,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",97.43528
China,CHN,2009,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",99.65747
"Hong Kong SAR, China",HKG,2009,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.3879
Mexico,MEX,2009,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",97.64965
Poland,POL,2009,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",98.87226
Thailand,THA,2009,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",99.63866
"Taiwan, China",TWN,2009,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",99.73802
Brazil,BRA,2010,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",102.3334
China,CHN,2010,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.6308
"Hong Kong SAR, China",HKG,2010,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.41
Mexico,MEX,2010,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",101.444
Poland,POL,2010,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.5004
Thailand,THA,2010,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.4402
"Taiwan, China",TWN,2010,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.2326
Brazil,BRA,2011,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",108.9661
China,CHN,2011,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",102.76
"Hong Kong SAR, China",HKG,2011,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",105.9065
Mexico,MEX,2011,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",104.7015
Poland,POL,2011,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",102.9799
Thailand,THA,2011,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.9917
"Taiwan, China",TWN,2011,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",100.9935
Brazil,BRA,2012,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",115.0629
China,CHN,2012,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",104.2318
"Hong Kong SAR, China",HKG,2012,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",110.3613
Mexico,MEX,2012,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",108.2815
Poland,POL,2012,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",105.2361
Thailand,THA,2012,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",101.8578
"Taiwan, China",TWN,2012,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",101.6351
Brazil,BRA,2013,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",121.7429
China,CHN,2013,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",105.9909
"Hong Kong SAR, China",HKG,2013,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",115.0709
Mexico,MEX,2013,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",111.2265
Poland,POL,2013,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",106.4773
Thailand,THA,2013,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",102.7007
"Taiwan, China",TWN,2013,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",101.9987
Brazil,BRA,2014,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",129.6453
China,CHN,2014,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",107.6887
"Hong Kong SAR, China",HKG,2014,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",119.6033
Mexico,MEX,2014,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",114.765
Poland,POL,2014,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",107.3137
Thailand,THA,2014,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",103.3588
"Taiwan, China",TWN,2014,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",102.3774
Brazil,BRA,2015,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",140.7991
China,CHN,2015,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",109.3708
"Hong Kong SAR, China",HKG,2015,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",122.5288
Mexico,MEX,2015,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",117.4768
Poland,POL,2015,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",107.7908
Thailand,THA,2015,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",104.2796
"Taiwan, China",TWN,2015,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",102.7525
Brazil,BRA,2016,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",151.5133
China,CHN,2016,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",111.1585
"Hong Kong SAR, China",HKG,2016,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",125.277
Mexico,MEX,2016,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",120.9673
Poland,POL,2016,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",107.6129
Thailand,THA,2016,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",104.9961
"Taiwan, China",TWN,2016,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",103.3246
Brazil,BRA,2017,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",158.2825
China,CHN,2017,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",113.6066
"Hong Kong SAR, China",HKG,2017,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",127.0501
Mexico,MEX,2017,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",126.6333
Poland,POL,2017,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",108.3229
Thailand,THA,2017,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",105.3466
"Taiwan, China",TWN,2017,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",104.0562
Brazil,BRA,2018,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",163.4944
China,CHN,2018,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",115.6243
"Hong Kong SAR, China",HKG,2018,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",129.477
Mexico,MEX,2018,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",131.469
Poland,POL,2018,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",109.1638
Thailand,THA,2018,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",105.9043
"Taiwan, China",TWN,2018,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",105.0453
Brazil,BRA,2019,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",169.2499
China,CHN,2019,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",117.5926
"Hong Kong SAR, China",HKG,2019,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",132.7903
Mexico,MEX,2019,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",136.3409
Poland,POL,2019,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",111.2654
Thailand,THA,2019,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",106.2809
"Taiwan, China",TWN,2019,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",105.3625
Brazil,BRA,2020,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",173.0307
China,CHN,2020,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",118.4573
"Hong Kong SAR, China",HKG,2020,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",132.9676
Mexico,MEX,2020,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",141.4673
Poland,POL,2020,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",115.5923
Thailand,THA,2020,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",106.3598
"Taiwan, China",TWN,2020,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",105.5853
Brazil,BRA,2021,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",181.8447
China,CHN,2021,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",119.4385
"Hong Kong SAR, China",HKG,2021,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",133.7655
Mexico,MEX,2021,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",148.0893
Poland,POL,2021,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",120.2619
Thailand,THA,2021,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",106.3563
"Taiwan, China",TWN,2021,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",106.9317
Brazil,BRA,2022,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",197.7709
China,CHN,2022,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",120.2282
"Hong Kong SAR, China",HKG,2022,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",134.6742
Mexico,MEX,2022,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",159.3191
Poland,POL,2022,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",131.114
Thailand,THA,2022,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",106.9651
"Taiwan, China",TWN,2022,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",108.8359
Brazil,BRA,2023,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",210.71
China,CHN,2023,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",120.936
"Hong Kong SAR, China",HKG,2023,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",136.7132
Mexico,MEX,2023,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",170.049
Poland,POL,2023,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",144.2337
Thailand,THA,2023,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",107.5981
"Taiwan, China",TWN,2023,CORE_CPI_SEAS,CoreCPI,"Core CPI, seasonally adjusted",111.0484
Brazil,BRA,2002,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",2.921882
China,CHN,2002,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",8.277019
"Hong Kong SAR, China",HKG,2002,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.799601
Mexico,MEX,2002,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",9.666311
Philippines,PHL,2002,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",51.60771
Poland,POL,2002,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",4.078998
Thailand,THA,2002,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",43.00239
"Taiwan, China",TWN,2002,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",34.53488
Brazil,BRA,2003,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.077289
China,CHN,2003,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",8.277098
"Hong Kong SAR, China",HKG,2003,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.787172
Mexico,MEX,2003,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",10.79743
Philippines,PHL,2003,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",54.21943
Poland,POL,2003,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.887555
Thailand,THA,2003,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",41.53441
"Taiwan, China",TWN,2003,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",34.40499
Brazil,BRA,2004,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",2.926278
China,CHN,2004,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",8.276925
"Hong Kong SAR, China",HKG,2004,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.788676
Mexico,MEX,2004,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",11.28946
Philippines,PHL,2004,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",56.049
Poland,POL,2004,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.647509
Thailand,THA,2004,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",40.25911
"Taiwan, China",TWN,2004,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",33.41655
Brazil,BRA,2005,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",2.435281
China,CHN,2005,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",8.193666
"Hong Kong SAR, China",HKG,2005,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.777605
Mexico,MEX,2005,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",10.89445
Philippines,PHL,2005,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",55.04491
Poland,POL,2005,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.235343
Thailand,THA,2005,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",40.25839
"Taiwan, China",TWN,2005,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",32.1657
Brazil,BRA,2006,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",2.175136
China,CHN,2006,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.972375
"Hong Kong SAR, China",HKG,2006,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.768453
Mexico,MEX,2006,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",10.90509
Philippines,PHL,2006,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",51.2589
Poland,POL,2006,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.103283
Thailand,THA,2006,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",37.9114
"Taiwan, China",TWN,2006,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",32.5276
Brazil,BRA,2007,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",1.947451
China,CHN,2007,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.606216
"Hong Kong SAR, China",HKG,2007,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.802172
Mexico,MEX,2007,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",10.92968
Philippines,PHL,2007,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",46.11487
Poland,POL,2007,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",2.765412
Thailand,THA,2007,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",34.51458
"Taiwan, China",TWN,2007,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",32.8525
Brazil,BRA,2008,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",1.836027
China,CHN,2008,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.95011
"Hong Kong SAR, China",HKG,2008,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.786306
Mexico,MEX,2008,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",11.15743
Philippines,PHL,2008,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",44.47781
Poland,POL,2008,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",2.409848
Thailand,THA,2008,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",33.3543
"Taiwan, China",TWN,2008,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",31.53225
Brazil,BRA,2009,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",1.99949
China,CHN,2009,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.831506
"Hong Kong SAR, China",HKG,2009,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.751638
Mexico,MEX,2009,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",13.50751
Philippines,PHL,2009,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",47.62979
Poland,POL,2009,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.117744
Thailand,THA,2009,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",34.33252
"Taiwan, China",TWN,2009,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",33.0338
Brazil,BRA,2010,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",1.760206
China,CHN,2010,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.76909
"Hong Kong SAR, China",HKG,2010,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.768907
Mexico,MEX,2010,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",12.63424
Philippines,PHL,2010,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",45.09475
Poland,POL,2010,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.016334
Thailand,THA,2010,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",31.71707
"Taiwan, China",TWN,2010,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",31.49765
Brazil,BRA,2011,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",1.674466
China,CHN,2011,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.464559
"Hong Kong SAR, China",HKG,2011,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.784338
Mexico,MEX,2011,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",12.43963
Philippines,PHL,2011,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",43.30552
Poland,POL,2011,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",2.964322
Thailand,THA,2011,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",30.48562
"Taiwan, China",TWN,2011,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",29.39057
Brazil,BRA,2012,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",1.954159
China,CHN,2012,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.308629
"Hong Kong SAR, China",HKG,2012,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.757068
Mexico,MEX,2012,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",13.15312
Philippines,PHL,2012,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",42.21482
Poland,POL,2012,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.253365
Thailand,THA,2012,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",31.06709
"Taiwan, China",TWN,2012,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",29.57536
Brazil,BRA,2013,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",2.158732
China,CHN,2013,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.148687
"Hong Kong SAR, China",HKG,2013,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.75672
Mexico,MEX,2013,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",12.76505
Philippines,PHL,2013,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",42.46211
Poland,POL,2013,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.159604
Thailand,THA,2013,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",30.72309
"Taiwan, China",TWN,2013,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",29.70163
Brazil,BRA,2014,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",2.354273
China,CHN,2014,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.161508
"Hong Kong SAR, China",HKG,2014,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.754754
Mexico,MEX,2014,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",13.31022
Philippines,PHL,2014,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",44.39855
Poland,POL,2014,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.15522
Thailand,THA,2014,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",32.47666
"Taiwan, China",TWN,2014,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",30.3286
Brazil,BRA,2015,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.331694
China,CHN,2015,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.285359
"Hong Kong SAR, China",HKG,2015,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.75261
Mexico,MEX,2015,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",15.88257
Philippines,PHL,2015,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",45.51624
Poland,POL,2015,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.767537
Thailand,THA,2015,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",34.25027
"Taiwan, China",TWN,2015,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",31.77071
Brazil,BRA,2016,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.486715
China,CHN,2016,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.645067
"Hong Kong SAR, China",HKG,2016,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.762251
Mexico,MEX,2016,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",18.70317
Philippines,PHL,2016,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",47.50336
Poland,POL,2016,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.94631
Thailand,THA,2016,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",35.28663
"Taiwan, China",TWN,2016,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",32.26237
Brazil,BRA,2017,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.190255
China,CHN,2017,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.757446
"Hong Kong SAR, China",HKG,2017,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.792594
Mexico,MEX,2017,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",18.90127
Philippines,PHL,2017,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",50.41648
Poland,POL,2017,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.775831
Thailand,THA,2017,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",33.92431
"Taiwan, China",TWN,2017,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",30.42813
Brazil,BRA,2018,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",3.654127
China,CHN,2018,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",6.613853
"Hong Kong SAR, China",HKG,2018,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",7.837333
Mexico,MEX,2018,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",19.21622
Philippines,PHL,2018,XRATE_NEW_LCU_USD,ExchangeRate,"Exchange rate, new LCU per USD",52.70285
